gene_id	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000024085	ENSMUSG00000024085	Man2a1	17	64907731	65062105	+	7223	protein_coding	mannosidase 2, alpha 1 [Source:MGI Symbol;Acc:MGI:104669]	0.133929131109091	9.21752718286248	2.16443318600804	0.0593324200328551	0.269743808245842	-4.80473001222875
ENSMUSG00000020580	ENSMUSG00000020580	Rock2	12	16944896	17037824	+	13897	protein_coding	Rho-associated coiled-coil containing protein kinase 2 [Source:MGI Symbol;Acc:MGI:107926]	-0.145875214199577	9.31227186281084	-2.16394195587588	0.0593795011884008	0.269743808245842	-4.80025934675247
ENSMUSG00000007564	ENSMUSG00000007564	Ppp2r1a	17	21165573	21186178	+	3411	protein_coding	protein phosphatase 2, regulatory subunit A, alpha [Source:MGI Symbol;Acc:MGI:1926334]	0.179123288694164	8.21086691768062	2.1627312469283	0.0594956950319825	0.269957208505232	-4.75728106913516
ENSMUSG00000050312	ENSMUSG00000050312	Nsun3	16	62552807	62607181	-	6084	protein_coding	NOL1/NOP2/Sun domain family member 3 [Source:MGI Symbol;Acc:MGI:2146565]	-0.398606040257744	4.29781676903075	-2.16238437767431	0.0595290254652563	0.269957208505232	-4.14007914758418
ENSMUSG00000050890	ENSMUSG00000050890	Pdik1l	4	134002313	134015206	-	5810	protein_coding	PDLIM1 interacting kinase 1 like [Source:MGI Symbol;Acc:MGI:2385213]	0.338490864435633	4.11883003616904	2.16121625970152	0.0596414029098921	0.270234067401534	-4.1030077869674
ENSMUSG00000036057	ENSMUSG00000036057	Ptpn23	9	110214150	110237281	-	5619	protein_coding	protein tyrosine phosphatase, non-receptor type 23 [Source:MGI Symbol;Acc:MGI:2144837]	-0.233989868980727	7.39498330599066	-2.16026047924635	0.0597335062999048	0.270394740135009	-4.68712146345317
ENSMUSG00000032501	ENSMUSG00000032501	Trib1	15	59520199	59528948	+	6248	protein_coding	tribbles pseudokinase 1 [Source:MGI Symbol;Acc:MGI:2443397]	0.253926529274056	4.98629071938522	2.15978292095941	0.0597795778760019	0.270394740135009	-4.29577558943847
ENSMUSG00000046982	ENSMUSG00000046982	Tshz1	18	84029752	84105831	-	5848	protein_coding	teashirt zinc finger family member 1 [Source:MGI Symbol;Acc:MGI:1346031]	0.312884047518671	5.23604766935221	2.15923587309012	0.0598323958472928	0.270401342606006	-4.34235450885712
ENSMUSG00000003559	ENSMUSG00000003559	As3mt	19	46695897	46729538	+	3212	protein_coding	arsenite methyltransferase [Source:MGI Symbol;Acc:MGI:1929882]	-0.472080682281813	3.1636385788033	-2.15830723034957	0.0599221611883668	0.270574767287094	-3.94535091499078
ENSMUSG00000030123	ENSMUSG00000030123	Plxnd1	6	115931772	115971966	-	7301	protein_coding	plexin D1 [Source:MGI Symbol;Acc:MGI:2154244]	-0.280289407987738	5.75826543620083	-2.15639014301286	0.060107887332799	0.270627245496568	-4.44792947119743
ENSMUSG00000058503	ENSMUSG00000058503	Fam133b	5	3593833	3620238	+	7398	protein_coding	family with sequence similarity 133, member B [Source:MGI Symbol;Acc:MGI:1915402]	-0.229624974564294	5.30917753301168	-2.15623801956833	0.0601226489206069	0.270627245496568	-4.37067634139908
ENSMUSG00000053332	ENSMUSG00000053332	Gas5	1	160861992	160866116	+	4001	lncRNA	growth arrest specific 5 [Source:MGI Symbol;Acc:MGI:95659]	0.24128423531818	5.78430814504398	2.15614745517132	0.0601314386845301	0.270627245496568	-4.46182677462549
ENSMUSG00000020173	ENSMUSG00000020173	Cobl	11	12186608	12414960	-	8142	protein_coding	cordon-bleu WH2 repeat [Source:MGI Symbol;Acc:MGI:105056]	-0.419483647501152	3.17911999818949	-2.15602578845353	0.0601432490653285	0.270627245496568	-3.96321039943752
ENSMUSG00000038235	ENSMUSG00000038235	F11r	1	171265103	171292171	+	2663	protein_coding	F11 receptor [Source:MGI Symbol;Acc:MGI:1321398]	-0.358424756272586	3.28203926496365	-2.15526349295741	0.0602172976929909	0.270627245496568	-4.08649903382727
ENSMUSG00000025337	ENSMUSG00000025337	Sbds	5	130274572	130284371	-	2033	protein_coding	SBDS ribosome maturation factor [Source:MGI Symbol;Acc:MGI:1913961]	-0.170821317952454	6.50420981386777	-2.1545725319921	0.0602844936044633	0.270627245496568	-4.57824306196241
ENSMUSG00000064367	ENSMUSG00000064367	mt-Nd5	MT	11742	13565	+	1824	protein_coding	mitochondrially encoded NADH dehydrogenase 5 [Source:MGI Symbol;Acc:MGI:102496]	-0.191366952011122	10.541550762707	-2.15408691078513	0.0603317638919377	0.270627245496568	-4.85554890932337
ENSMUSG00000031715	ENSMUSG00000031715	Smarca5	8	81425136	81466126	-	7777	protein_coding	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:MGI Symbol;Acc:MGI:1935129]	0.161888161468521	8.24261262235562	2.15354621364476	0.0603844376946319	0.270627245496568	-4.76945036016446
ENSMUSG00000034685	ENSMUSG00000034685	Fam171a2	11	102327807	102338508	-	3119	protein_coding	family with sequence similarity 171, member A2 [Source:MGI Symbol;Acc:MGI:2448496]	0.324204148981404	4.14569617253316	2.15342354780486	0.0603963938192721	0.270627245496568	-4.14201852302599
ENSMUSG00000106874	ENSMUSG00000106874	Gm20186	6	18842933	18848532	-	5600	lncRNA	predicted gene, 20186 [Source:MGI Symbol;Acc:MGI:5012371]	-0.361288078651839	4.11920644449488	-2.15216143343622	0.0605195447647706	0.270948472097379	-4.1283630943942
ENSMUSG00000018189	ENSMUSG00000018189	Uchl5	1	143653010	143683204	+	2921	protein_coding	ubiquitin carboxyl-terminal esterase L5 [Source:MGI Symbol;Acc:MGI:1914848]	0.207693653800825	5.78487759847457	2.15133048597516	0.0606007578791438	0.271081554998889	-4.47471682303318
ENSMUSG00000047466	ENSMUSG00000047466	8030462N17Rik	18	77719193	77802186	-	6882	protein_coding	RIKEN cDNA 8030462N17 gene [Source:MGI Symbol;Acc:MGI:2444951]	-0.23511496204333	5.91305371271319	-2.14906739760164	0.0608224799668928	0.271842408340994	-4.49676391409352
ENSMUSG00000031974	ENSMUSG00000031974	Abcb10	8	124679198	124709861	-	4306	protein_coding	ATP-binding cassette, sub-family B (MDR/TAP), member 10 [Source:MGI Symbol;Acc:MGI:1860508]	0.270653752574003	4.95608421133502	2.14696789857392	0.0610288800046145	0.27253354811221	-4.3187087090625
ENSMUSG00000026456	ENSMUSG00000026456	Cyb5r1	1	134333297	134339478	+	4437	protein_coding	cytochrome b5 reductase 1 [Source:MGI Symbol;Acc:MGI:1919267]	0.213616737917482	7.91000584054448	2.14351066493781	0.0613702427038839	0.273434371438508	-4.76291321463575
ENSMUSG00000042229	ENSMUSG00000042229	Rabif	1	134422386	134436512	+	2861	protein_coding	RAB interacting factor [Source:MGI Symbol;Acc:MGI:2138605]	0.201621726818002	6.00735037882415	2.14332634618779	0.0613884941159805	0.273434371438508	-4.51792506520335
ENSMUSG00000015714	ENSMUSG00000015714	Cers2	3	95222102	95230910	+	3676	protein_coding	ceramide synthase 2 [Source:MGI Symbol;Acc:MGI:1924143]	0.237528842029791	7.93987402300656	2.14241278587679	0.0614790336009481	0.273434371438508	-4.76550289202862
ENSMUSG00000067847	ENSMUSG00000067847	Romo1	2	155985959	155987717	+	747	protein_coding	reactive oxygen species modulator 1 [Source:MGI Symbol;Acc:MGI:1914317]	-0.323043753270311	5.11044012812666	-2.14233580905867	0.0614866684060172	0.273434371438508	-4.35835153068158
ENSMUSG00000018537	ENSMUSG00000018537	Pcgf2	11	97579649	97591323	-	3526	protein_coding	polycomb group ring finger 2 [Source:MGI Symbol;Acc:MGI:99161]	0.256882600049111	4.8740246246734	2.14193499371899	0.061526437435906	0.273434371438508	-4.2955792621918
ENSMUSG00000032777	ENSMUSG00000032777	Gtf3c1	7	125240126	125306952	-	12018	protein_coding	general transcription factor III C 1 [Source:MGI Symbol;Acc:MGI:107887]	-0.21908920602182	7.98368186332873	-2.14177610891352	0.0615422089562453	0.273434371438508	-4.76859849221816
ENSMUSG00000071074	ENSMUSG00000071074	Yipf3	17	46559006	46563463	+	2693	protein_coding	Yip1 domain family, member 3 [Source:MGI Symbol;Acc:MGI:106280]	-0.216769824142353	6.50101636243598	-2.14110976321978	0.0616083958076231	0.273497642434347	-4.60035820736465
ENSMUSG00000029169	ENSMUSG00000029169	Dhx15	5	52307545	52347856	-	8496	protein_coding	DEAH (Asp-Glu-Ala-His) box polypeptide 15 [Source:MGI Symbol;Acc:MGI:1099786]	0.15337535827659	8.95227246001792	2.13989906344745	0.0617288293682314	0.273734080854921	-4.8322304827816
ENSMUSG00000031818	ENSMUSG00000031818	Cox4i1	8	121394961	121400946	+	1550	protein_coding	cytochrome c oxidase subunit 4I1 [Source:MGI Symbol;Acc:MGI:88473]	-0.215838876704132	8.14162202792775	-2.13921865587585	0.0617966128321493	0.273734080854921	-4.78755903377944
ENSMUSG00000025025	ENSMUSG00000025025	Mxi1	19	53298949	53364241	+	6823	protein_coding	MAX interactor 1, dimerization protein [Source:MGI Symbol;Acc:MGI:97245]	0.25019196719621	5.04951743007836	2.13880011483294	0.0618383445846004	0.273734080854921	-4.34759564262321
ENSMUSG00000039841	ENSMUSG00000039841	Zfp800	6	28239926	28398004	-	4831	protein_coding	zinc finger protein 800 [Source:MGI Symbol;Acc:MGI:1889334]	0.286095878104257	5.07863102127804	2.13848661040998	0.0618696213138377	0.273734080854921	-4.34192480496479
ENSMUSG00000041912	ENSMUSG00000041912	Tdrkh	3	94320580	94341975	+	6142	protein_coding	tudor and KH domain containing protein [Source:MGI Symbol;Acc:MGI:1919884]	-0.26236359215527	5.51658908199713	-2.1376717810171	0.0619509845615891	0.273826912367835	-4.45022608162732
ENSMUSG00000023169	ENSMUSG00000023169	Slc38a1	15	96469299	96540794	-	17236	protein_coding	solute carrier family 38, member 1 [Source:MGI Symbol;Acc:MGI:2145895]	0.347299935652243	4.40616945319237	2.1365878931458	0.0620593752364495	0.273826912367835	-4.28530778840253
ENSMUSG00000069171	ENSMUSG00000069171	Nr2f1	13	78337092	78347876	-	5093	protein_coding	nuclear receptor subfamily 2, group F, member 1 [Source:MGI Symbol;Acc:MGI:1352451]	0.326340364869954	4.01251880884027	2.13639847745914	0.0620783360337152	0.273826912367835	-4.11528160777998
ENSMUSG00000055024	ENSMUSG00000055024	Ep300	15	81469552	81536278	+	14273	protein_coding	E1A binding protein p300 [Source:MGI Symbol;Acc:MGI:1276116]	0.173458933323547	7.36705745129548	2.13619571781844	0.0620986388161814	0.273826912367835	-4.71842177051169
ENSMUSG00000027210	ENSMUSG00000027210	Meis2	2	115693545	115896320	-	12043	protein_coding	Meis homeobox 2 [Source:MGI Symbol;Acc:MGI:108564]	0.275548116330986	4.96672590058981	2.13447164205064	0.0622715351802066	0.274359525291873	-4.32388967136715
ENSMUSG00000027667	ENSMUSG00000027667	Zfp639	3	32564408	32574982	+	5475	protein_coding	zinc finger protein 639 [Source:MGI Symbol;Acc:MGI:1915028]	0.354407692124823	5.08058020799549	2.13329650567296	0.062389649787051	0.274494907576434	-4.34655404642056
ENSMUSG00000041974	ENSMUSG00000041974	Spidr	16	15707088	15964715	-	6952	protein_coding	scaffolding protein involved in DNA repair [Source:MGI Symbol;Acc:MGI:1924834]	-0.229260605389073	5.29919799059222	-2.13312869371637	0.0624065345430182	0.274494907576434	-4.4047976181839
ENSMUSG00000034329	ENSMUSG00000034329	Brip1	11	85948964	86092019	-	7454	protein_coding	BRCA1 interacting protein C-terminal helicase 1 [Source:MGI Symbol;Acc:MGI:2442836]	-0.375613261175859	5.05771546108788	-2.13242832733592	0.0624770513035719	0.274575688742326	-4.33526888944229
ENSMUSG00000028741	ENSMUSG00000028741	Mrto4	4	139074746	139079887	-	2611	protein_coding	mRNA turnover 4, ribosome maturation factor [Source:MGI Symbol;Acc:MGI:1917152]	0.19251832468219	6.45666811533701	2.12886107883726	0.0628374236943784	0.275612290982948	-4.61039537532885
ENSMUSG00000039686	ENSMUSG00000039686	Zer1	2	29987295	30014597	-	9784	protein_coding	zyg-11 related, cell cycle regulator [Source:MGI Symbol;Acc:MGI:2442511]	-0.258479863655458	4.98596839438742	-2.12858798844649	0.062865094959959	0.275612290982948	-4.34678374301685
ENSMUSG00000056698	ENSMUSG00000056698	Elmod3	6	72542905	72575396	-	3560	protein_coding	ELMO/CED-12 domain containing 3 [Source:MGI Symbol;Acc:MGI:2445168]	0.371266119594827	3.36769272697015	2.12786022083877	0.0629388947927082	0.275612290982948	-4.0242851684745
ENSMUSG00000020778	ENSMUSG00000020778	Ten1	11	116089681	116106144	+	2728	protein_coding	TEN1 telomerase capping complex subunit [Source:MGI Symbol;Acc:MGI:1916785]	0.441663405349717	3.33261998926864	2.1274784777969	0.0629776393487141	0.275612290982948	-4.00095075701119
ENSMUSG00000060475	ENSMUSG00000060475	Wtap	17	13185683	13213056	-	6248	protein_coding	WT1 associating protein [Source:MGI Symbol;Acc:MGI:1926395]	0.205656591836581	6.55937084828306	2.12714916033557	0.0630110816270976	0.275612290982948	-4.62800329176629
ENSMUSG00000021993	ENSMUSG00000021993	Mipep	14	61022022	61142927	+	5389	protein_coding	mitochondrial intermediate peptidase [Source:MGI Symbol;Acc:MGI:1917728]	0.357041667733599	4.41657263692364	2.12699238526434	0.0630270082323779	0.275612290982948	-4.22329803697766
ENSMUSG00000113845	ENSMUSG00000113845	Gm39473	12	74872119	74874496	+	522	lncRNA	predicted gene, 39473 [Source:MGI Symbol;Acc:MGI:5622358]	-1.32507315975407	-0.384043857013604	-2.12137811718	0.0635999367534433	0.277886860586622	-3.99594201209403
ENSMUSG00000053897	ENSMUSG00000053897	Slc39a8	3	135531040	135594333	+	7664	protein_coding	solute carrier family 39 (metal ion transporter), member 8 [Source:MGI Symbol;Acc:MGI:1914797]	-0.384058296694005	4.14020675410466	-2.12065994882919	0.0636735882894291	0.277953328080199	-4.16700216886278
ENSMUSG00000049717	ENSMUSG00000049717	Lig4	8	10019049	10027686	-	5202	protein_coding	ligase IV, DNA, ATP-dependent [Source:MGI Symbol;Acc:MGI:1335098]	-0.265029901635806	4.85358717807199	-2.12020065413292	0.0637207344715671	0.277953328080199	-4.33402497832213
ENSMUSG00000068699	ENSMUSG00000068699	Flnc	6	29433255	29461882	+	9402	protein_coding	filamin C, gamma [Source:MGI Symbol;Acc:MGI:95557]	0.17276730926962	9.68398687329037	2.11914612611926	0.0638291089226035	0.278048387871843	-4.8897201397572
ENSMUSG00000036940	ENSMUSG00000036940	Kdm1a	4	136277851	136330034	-	5179	protein_coding	lysine (K)-specific demethylase 1A [Source:MGI Symbol;Acc:MGI:1196256]	0.159376713634709	7.1651802974401	2.11896104418688	0.0638481483261269	0.278048387871843	-4.72682713754549
ENSMUSG00000054150	ENSMUSG00000054150	Syne3	12	104896192	104976068	-	5548	protein_coding	spectrin repeat containing, nuclear envelope family member 3 [Source:MGI Symbol;Acc:MGI:2442408]	0.265232643438221	5.25585572093543	2.11741414067654	0.0640074939652464	0.278511946881837	-4.44239651173112
ENSMUSG00000001034	ENSMUSG00000001034	Mapk7	11	61379638	61385232	-	4394	protein_coding	mitogen-activated protein kinase 7 [Source:MGI Symbol;Acc:MGI:1346347]	0.234559705415829	5.20996711287509	2.11362529820389	0.0643994104799108	0.279985876281363	-4.41285532724644
ENSMUSG00000022664	ENSMUSG00000022664	Slc35a5	16	44959936	44979069	-	8105	protein_coding	solute carrier family 35, member A5 [Source:MGI Symbol;Acc:MGI:1921352]	-0.273210207489688	4.9361290257841	-2.11078028744905	0.064695224986787	0.281039900623295	-4.35481447614921
ENSMUSG00000029759	ENSMUSG00000029759	Pon3	6	5220852	5256286	-	3385	protein_coding	paraoxonase 3 [Source:MGI Symbol;Acc:MGI:106686]	-0.300043147067913	6.15679347021113	-2.10679902407029	0.0651113938508345	0.282269336955736	-4.59265364108297
ENSMUSG00000024712	ENSMUSG00000024712	Rfk	19	17371407	17378713	+	2603	protein_coding	riboflavin kinase [Source:MGI Symbol;Acc:MGI:1914688]	0.223293907756767	5.88763978445562	2.10650144683357	0.0651426040721216	0.282269336955736	-4.54883776910433
ENSMUSG00000071757	ENSMUSG00000071757	Zhx2	15	57558061	57703228	+	4434	protein_coding	zinc fingers and homeoboxes 2 [Source:MGI Symbol;Acc:MGI:2683087]	-0.273494746603832	5.24713931753473	-2.10603587872167	0.0651914624193976	0.282269336955736	-4.43511065051644
ENSMUSG00000005683	ENSMUSG00000005683	Cs	10	128173603	128198348	+	5779	protein_coding	citrate synthase [Source:MGI Symbol;Acc:MGI:88529]	0.135583276837074	8.85040018815353	2.10602418392798	0.0651926901686941	0.282269336955736	-4.88099326313354
ENSMUSG00000057101	ENSMUSG00000057101	Zfp180	7	23781349	23807138	+	4560	protein_coding	zinc finger protein 180 [Source:MGI Symbol;Acc:MGI:1923701]	-0.207123830567085	5.99011674806227	-2.10341746719667	0.0654669092519455	0.283223728193503	-4.57401205685472
ENSMUSG00000074476	ENSMUSG00000074476	Spc24	9	21666738	21671599	-	2573	protein_coding	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914879]	-0.295576683839679	5.31547323501927	-2.1028674898811	0.0655249077544914	0.283241904209686	-4.45012690854848
ENSMUSG00000020914	ENSMUSG00000020914	Top2a	11	98883769	98915015	-	9013	protein_coding	topoisomerase (DNA) II alpha [Source:MGI Symbol;Acc:MGI:98790]	-0.338484595036169	9.62152271022844	-2.10220798318952	0.0655945223832273	0.283310221778254	-4.91363057275714
ENSMUSG00000040850	ENSMUSG00000040850	Psme4	11	30721726	30830361	+	8382	protein_coding	proteasome (prosome, macropain) activator subunit 4 [Source:MGI Symbol;Acc:MGI:2143994]	-0.147180020527893	8.15588488026381	-2.0993592994317	0.0658960400871838	0.284175616702513	-4.84680704097673
ENSMUSG00000026577	ENSMUSG00000026577	Blzf1	1	164117369	164135058	-	5336	protein_coding	basic leucine zipper nuclear factor 1 [Source:MGI Symbol;Acc:MGI:1201607]	-0.205191332598825	5.79643548307913	-2.09929524469622	0.0659028353264516	0.284175616702513	-4.55157162361333
ENSMUSG00000051674	ENSMUSG00000051674	Dcun1d4	5	73638343	73718137	+	5807	protein_coding	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2140972]	-0.214633828777831	5.38083479058553	-2.09782198706881	0.0660593129384122	0.284617252553797	-4.46770037868692
ENSMUSG00000001750	ENSMUSG00000001750	Tcirg1	19	3946050	3957133	-	4603	protein_coding	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3 [Source:MGI Symbol;Acc:MGI:1350931]	-0.176987459148891	6.49232258158706	-2.09418242519399	0.0664474201739789	0.285836712679071	-4.6683867298378
ENSMUSG00000020875	ENSMUSG00000020875	Hoxb9	11	96162283	96167421	+	2574	protein_coding	homeobox B9 [Source:MGI Symbol;Acc:MGI:96190]	0.407383544018473	4.59551550189839	2.09414962290885	0.0664509280758182	0.285836712679071	-4.33923236549823
ENSMUSG00000032294	ENSMUSG00000032294	Pkm	9	59563651	59586658	+	5001	protein_coding	pyruvate kinase, muscle [Source:MGI Symbol;Acc:MGI:97591]	0.157714960341484	11.6088432290424	2.09337584268548	0.0665337286883697	0.285959250240217	-4.96247764289356
ENSMUSG00000067719	ENSMUSG00000067719	Gm10221	5	24786552	24786860	-	309	processed_pseudogene	predicted gene 10221 [Source:MGI Symbol;Acc:MGI:3708709]	-0.319847849193289	4.14872532554991	-2.09284450684989	0.0665906435938611	0.285970422937748	-4.21405183352873
ENSMUSG00000040423	ENSMUSG00000040423	Rc3h1	1	160733988	160802548	+	11423	protein_coding	RING CCCH (C3H) domains 1 [Source:MGI Symbol;Acc:MGI:2685397]	-0.216764508043505	6.67989799203947	-2.09177941483786	0.0667048744532756	0.286227517519557	-4.69390130566903
ENSMUSG00000028932	ENSMUSG00000028932	Psmc2	5	21990281	22008785	+	5031	protein_coding	proteasome (prosome, macropain) 26S subunit, ATPase 2 [Source:MGI Symbol;Acc:MGI:109555]	0.141187193873746	8.02966152044525	2.09012540995537	0.0668826416755448	0.286470332600445	-4.85374956321081
ENSMUSG00000054364	ENSMUSG00000054364	Rhob	12	8547661	8550009	-	2349	protein_coding	ras homolog family member B [Source:MGI Symbol;Acc:MGI:107949]	0.419118435401829	7.95390653610243	2.08955169419751	0.0669444097360445	0.286470332600445	-4.82381439061888
ENSMUSG00000073755	ENSMUSG00000073755	5730409E04Rik	4	126503611	126508164	+	2891	protein_coding	RIKEN cDNA 5730409E04Rik gene [Source:MGI Symbol;Acc:MGI:3609248]	-0.237183186033865	5.3572526306429	-2.08923323482574	0.0669787198762946	0.286470332600445	-4.48177677440143
ENSMUSG00000022752	ENSMUSG00000022752	Tomm70a	16	56942066	56977068	+	9777	protein_coding	translocase of outer mitochondrial membrane 70A [Source:MGI Symbol;Acc:MGI:106295]	0.149593449658158	8.27672212694162	2.08922967587888	0.0669791034057262	0.286470332600445	-4.87092651017535
ENSMUSG00000039660	ENSMUSG00000039660	Spout1	2	30063465	30068471	-	3010	protein_coding	SPOUT domain containing methyltransferase 1 [Source:MGI Symbol;Acc:MGI:106544]	0.306836518208729	5.12485991387954	2.08825068835046	0.0670846844994325	0.286476782014935	-4.43220799000304
ENSMUSG00000059645	ENSMUSG00000059645	Gm7361	5	26462689	26469306	+	2995	protein_coding	predicted gene 7361 [Source:MGI Symbol;Acc:MGI:3805965]	-1.80374148562258	-2.0579870807339	-2.08820668030859	0.0670894344205916	0.286476782014935	-4.01216418123695
ENSMUSG00000024899	ENSMUSG00000024899	Papss2	19	32573190	32644587	+	3721	protein_coding	3-phosphoadenosine 5-phosphosulfate synthase 2 [Source:MGI Symbol;Acc:MGI:1330223]	-0.36633869019471	6.50051505831127	-2.08538808080655	0.0673943322935945	0.287390651733814	-4.67583431567421
ENSMUSG00000022687	ENSMUSG00000022687	Boc	16	44305412	44379260	-	4451	protein_coding	biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein [Source:MGI Symbol;Acc:MGI:2151153]	0.290909799839534	5.13044553478721	2.08513673232117	0.0674215864716852	0.287390651733814	-4.43709879594472
ENSMUSG00000003814	ENSMUSG00000003814	Calr	8	85568479	85573563	-	2880	protein_coding	calreticulin [Source:MGI Symbol;Acc:MGI:88252]	0.127067969193782	12.053247901869	2.08471622068703	0.067467207130673	0.287390651733814	-4.97949536948155
ENSMUSG00000027306	ENSMUSG00000027306	Nusap1	2	119448779	119481725	+	4059	protein_coding	nucleolar and spindle associated protein 1 [Source:MGI Symbol;Acc:MGI:2675669]	-0.430204168243129	6.55067394623998	-2.08302030925324	0.0676514967666045	0.287542739745799	-4.69172804702381
ENSMUSG00000031870	ENSMUSG00000031870	Pgr	9	8899834	8968612	+	8546	protein_coding	progesterone receptor [Source:MGI Symbol;Acc:MGI:97567]	0.630557550841236	1.66015772297812	2.08301046523115	0.0676525679051755	0.287542739745799	-4.05022708106628
ENSMUSG00000073775	ENSMUSG00000073775	Kti12	4	108704982	108706610	+	1629	protein_coding	KTI12 homolog, chromatin associated [Source:MGI Symbol;Acc:MGI:1923547]	0.262266838332685	5.34997483545901	2.08243607695265	0.0677150960777853	0.287542739745799	-4.49139198926437
ENSMUSG00000028300	ENSMUSG00000028300	C9orf72	4	35191285	35226175	-	4603	protein_coding	C9orf72, member of C9orf72-SMCR8 complex [Source:MGI Symbol;Acc:MGI:1920455]	0.272759371164193	5.03528753158405	2.0818119721549	0.0677830996839605	0.287542739745799	-4.43059442919177
ENSMUSG00000068882	ENSMUSG00000068882	Ssb	2	69691906	69702190	+	2160	protein_coding	Sjogren syndrome antigen B [Source:MGI Symbol;Acc:MGI:98423]	0.138318385396112	8.39426725145142	2.08091969546401	0.0678804383534711	0.287542739745799	-4.89083582341216
ENSMUSG00000006589	ENSMUSG00000006589	Aprt	8	123301374	123303648	-	1615	protein_coding	adenine phosphoribosyl transferase [Source:MGI Symbol;Acc:MGI:88061]	0.225351035726312	6.56879139602239	2.08087988012618	0.0678847849623277	0.287542739745799	-4.70484349014848
ENSMUSG00000020849	ENSMUSG00000020849	Ywhae	11	75623695	75656671	+	2568	protein_coding	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide [Source:MGI Symbol;Acc:MGI:894689]	0.159888050200675	9.94766630717664	2.08087599582672	0.0678852090226074	0.287542739745799	-4.95736073366602
ENSMUSG00000038902	ENSMUSG00000038902	Pogz	3	94744878	94789637	+	9218	protein_coding	pogo transposable element with ZNF domain [Source:MGI Symbol;Acc:MGI:2442117]	0.194267286136589	5.94389422531981	2.07947275115294	0.0680385728184672	0.287960679975265	-4.60664671769457
ENSMUSG00000029575	ENSMUSG00000029575	Mmab	5	114569095	114582121	-	3670	protein_coding	methylmalonic aciduria (cobalamin deficiency) cblB type homolog (human) [Source:MGI Symbol;Acc:MGI:1924947]	-0.20714728782347	5.45252632282406	-2.07890487812571	0.0681007319852598	0.287992252130436	-4.51924686253614
ENSMUSG00000027374	ENSMUSG00000027374	Mrps5	2	127429142	127448749	+	6578	protein_coding	mitochondrial ribosomal protein S5 [Source:MGI Symbol;Acc:MGI:1924971]	0.215166894270812	5.82571305904472	2.07757972775879	0.0682459957484267	0.288374933880792	-4.58369728783677
ENSMUSG00000035351	ENSMUSG00000035351	Nup37	10	87982854	88014252	+	3328	protein_coding	nucleoporin 37 [Source:MGI Symbol;Acc:MGI:1919964]	0.309074258499993	5.16729655118568	2.07647716035191	0.0683670877581294	0.288533257711205	-4.46445262159965
ENSMUSG00000021203	ENSMUSG00000021203	Otub2	12	103354941	103372609	+	3695	protein_coding	OTU domain, ubiquitin aldehyde binding 2 [Source:MGI Symbol;Acc:MGI:1915399]	0.298074152522293	4.29399368952859	2.07624084606266	0.0683930684945079	0.288533257711205	-4.2656878329875
ENSMUSG00000007038	ENSMUSG00000007038	Neu1	17	35150229	35154929	+	3733	protein_coding	neuraminidase 1 [Source:MGI Symbol;Acc:MGI:97305]	-0.35110948518355	3.98945038693837	-2.07485684212313	0.0685454193251874	0.288795786862633	-4.24721723470968
ENSMUSG00000020773	ENSMUSG00000020773	Trim47	11	115996578	116018036	-	2735	protein_coding	tripartite motif-containing 47 [Source:MGI Symbol;Acc:MGI:1917374]	0.287321062605991	5.97349247184517	2.07467916552264	0.0685650016293052	0.288795786862633	-4.62234784558588
ENSMUSG00000026335	ENSMUSG00000026335	Pam	1	97722839	98023371	-	11892	protein_coding	peptidylglycine alpha-amidating monooxygenase [Source:MGI Symbol;Acc:MGI:97475]	-0.159954055703139	8.04504211942707	-2.07394883071062	0.0686455508703953	0.288903937116412	-4.87528769992912
ENSMUSG00000053916	ENSMUSG00000053916	Nanp	2	150871605	150881318	-	1488	protein_coding	N-acetylneuraminic acid phosphatase [Source:MGI Symbol;Acc:MGI:1914561]	1.37385651560183	-0.248615180020204	2.07323070979013	0.0687248420564901	0.289006624143307	-4.00384760621464
ENSMUSG00000004535	ENSMUSG00000004535	Tax1bp1	6	52690714	52743765	+	9991	protein_coding	Tax1 (human T cell leukemia virus type I) binding protein 1 [Source:MGI Symbol;Acc:MGI:1289308]	-0.142700480142456	8.30274694015795	-2.07077802467381	0.068996321635812	0.289916706634118	-4.90052903671664
ENSMUSG00000025264	ENSMUSG00000025264	Tsr2	X	149870090	149879539	-	3805	protein_coding	TSR2 20S rRNA accumulation [Source:MGI Symbol;Acc:MGI:1916749]	0.225905980232833	5.35371021713372	2.06770741218527	0.0693376559174907	0.291118627117694	-4.51409886613772
